probes,moduleColor,GS.PCD,p.GS.PCD,MEyellow,MEyellow
SYTL1,yellow,0.217394646,7.10627E-06,0.643398913,2.47842E-50
HSPG2,yellow,0.414700507,7.60179E-19,0.316847644,3.17683E-11
CCN1,yellow,0.364561497,1.28889E-14,0.287189208,2.12894E-09
PRKACB,yellow,0.199617722,3.86579E-05,0.560074124,5.70868E-36
MOB3C,yellow,0.220642099,5.1337E-06,0.525875545,3.59211E-31
C1orf162,yellow,0.469891439,2.11384E-24,0.640058787,1.13863E-49
CD53,yellow,0.465213772,6.85828E-24,0.939853055,1.2141E-196
FCGR2A,yellow,0.358244477,3.91853E-14,0.573446809,5.29779E-38
NR1I3,yellow,-0.33810454,1.15514E-12,-0.272861191,1.37303E-08
FCRL5,yellow,0.227094877,2.65143E-06,0.753798072,4.6514E-78
HMCN1,yellow,0.311227477,7.31194E-11,0.259438839,7.15508E-08
RORC,yellow,-0.32927541,4.72175E-12,-0.208761778,1.64708E-05
RFX5,yellow,0.07640249,0.118398501,0.399852586,1.61945E-17
ATP8B2,yellow,0.126796708,0.009371258,0.464860471,7.49037E-24
ADAM15,yellow,0.098435858,0.044029965,0.231547695,1.66147E-06
LYST,yellow,0.093670616,0.055380895,0.382706634,4.5985E-16
EPHX1,yellow,-0.238435495,7.91456E-07,-0.272529042,1.43186E-08
PTPN7,yellow,0.360570847,2.60931E-14,0.91119122,1.0883E-162
HNRNPLL,yellow,0.148440718,0.002316595,0.566761016,5.64694E-37
TRIM43,yellow,0.100131338,0.04049483,0.137335688,0.004860317
NT5DC4,yellow,0.136847959,0.005015258,0.278846078,6.38499E-09
SNRPA1P1,yellow,-0.153614052,0.001611893,0.300356449,3.49074E-10
OSBPL10,yellow,0.323730603,1.11729E-11,0.418023991,3.75302E-19
ARL6IP5,yellow,0.304436543,1.95614E-10,0.602737383,8.53472E-43
NXPE3,yellow,0.236802872,9.45494E-07,0.524798138,4.98655E-31
ADPRH,yellow,0.36991608,4.92556E-15,0.604251178,4.67618E-43
ATG3,yellow,0.10447234,0.032519952,0.398971369,1.93258E-17
EAF2,yellow,0.040246996,0.4112435,0.684896628,2.64732E-59
ATP10D,yellow,0.301017568,3.18001E-10,0.470166893,1.97118E-24
SLC10A6,yellow,0.231587213,1.65452E-06,0.127618317,0.00891807
MARCHF1,yellow,0.423806167,1.07868E-19,0.893580285,3.8724E-147
OTULINL,yellow,0.324124228,1.05163E-11,0.602579661,9.08518E-43
GZMA,yellow,0.293168462,9.4744E-10,0.711116693,8.67154E-66
LHFPL2,yellow,0.373298389,2.65789E-15,0.544572143,1.00029E-33
TNFAIP8,yellow,0.384071268,3.54847E-16,0.823851771,7.198E-105
PCYOX1L,yellow,0.181914868,0.000181211,0.535099412,2.06382E-32
KCNMB1,yellow,0.430658266,2.38535E-20,0.495230668,2.60143E-27
PLA2G7,yellow,0.048363197,0.32335323,0.256680309,9.93314E-08
DOK3,yellow,0.398191604,2.25882E-17,0.856900927,4.4775E-122
PPP1R18,yellow,0.416864917,4.80478E-19,0.650359024,9.71434E-52
FGD2,yellow,0.48118064,1.14439E-25,0.84754407,8.5833E-117
NFKBIE,yellow,0.123585183,0.011345241,0.385530151,2.68601E-16
SCML4,yellow,0.166916598,0.000602276,0.524426366,5.5826E-31
ARHGAP18,yellow,0.30532518,1.72226E-10,0.579402137,6.14637E-39
ABRACL,yellow,0.215127274,8.89147E-06,0.321180308,1.65071E-11
AIG1,yellow,-0.241573369,5.60302E-07,-0.251171869,1.89095E-07
DYNLT1,yellow,0.108791662,0.025955935,0.367680085,7.37656E-15
WTAP,yellow,0.122820182,0.011866536,0.450937556,2.23057E-22
MAP11,yellow,0.088571863,0.07011522,0.373724416,2.45791E-15
SH3KBP1,yellow,0.276033157,9.17156E-09,0.563425326,1.80245E-36
MSN,yellow,0.425367069,7.67217E-20,0.504525232,1.92986E-28
ZNF157,yellow,0.049400183,0.313074542,0.4416281,1.98079E-21
GPR174,yellow,0.286113651,2.45778E-09,0.890315162,1.4782E-144
IL2RG,yellow,0.183374151,0.000160384,0.517512348,4.44474E-30
DOCK11,yellow,0.372178012,3.26311E-15,0.770030064,2.07385E-83
MFHAS1,yellow,0.205124144,2.32324E-05,0.31693371,3.1361E-11
ATP6V1B2,yellow,0.356327624,5.46451E-14,0.494376268,3.29103E-27
DOK2,yellow,0.395123458,4.15621E-17,0.746450078,9.00719E-76
CHMP7,yellow,0.205049192,2.33961E-05,0.474313072,6.83311E-25
DNAJC5B,yellow,0.308438867,1.09864E-10,0.441293987,2.13962E-21
LRP12,yellow,0.198156613,4.41488E-05,0.350977683,1.36622E-13
GSN,yellow,0.245362114,3.66898E-07,0.262245391,5.10468E-08
ST8SIA6,yellow,0.469801864,2.16239E-24,0.210613933,1.37926E-05
A1CF,yellow,-0.148437195,0.002317158,-0.220015168,5.46837E-06
ADD3,yellow,0.111646267,0.022273864,0.45231102,1.60697E-22
NPFFR1,yellow,0.324249946,1.03146E-11,0.586859749,3.88815E-40
RGS10,yellow,0.302956971,2.4158E-10,0.729155514,1.09245E-70
DGKZ,yellow,0.140644281,0.003918273,0.618658852,1.29208E-45
ATM,yellow,0.184976892,0.000140105,0.676411489,2.38288E-57
MTA2,yellow,0.170676905,0.000449773,0.545324738,7.83225E-34
EML3,yellow,0.00954053,0.845619361,0.365814125,1.03082E-14
OCSTAMP,yellow,0.125785881,0.009956826,0.22059805,5.15656E-06
FERMT3,yellow,0.459184482,3.04475E-23,0.845641613,9.2107E-116
TM7SF2,yellow,-0.37651183,1.46917E-15,-0.265114364,3.59987E-08
KLRF1,yellow,0.259749075,6.89427E-08,0.503033522,2.9456E-28
ARID5B,yellow,0.318621633,2.43294E-11,0.487395143,2.19309E-26
ADGRL3,yellow,0.186729224,0.000120699,0.334114477,2.19481E-12
CD226,yellow,0.49953902,7.86802E-28,0.733775266,5.2415E-72
RGS18,yellow,0.522596164,9.71307E-31,0.746139853,1.12048E-75
PIP4K2A,yellow,0.467683519,3.69248E-24,0.765008267,1.04322E-81
RILPL2,yellow,0.30174572,2.8689E-10,0.653539004,2.14934E-52
ITPR1,yellow,0.311581842,6.94112E-11,0.425516298,7.42559E-20
SCLT1,yellow,0.134726905,0.005742102,0.595019409,1.74561E-41
PTPRO,yellow,0.385225317,2.84726E-16,0.686596584,1.05492E-59
QDPR,yellow,-0.124933758,0.010475451,-0.314892829,4.25385E-11
VENTX,yellow,0.303873652,2.11998E-10,0.403547378,7.67316E-18
FLI1,yellow,0.446994766,5.67101E-22,0.788419411,4.96363E-90
KCNJ1,yellow,0.138534483,0.004497663,0.256253298,1.04471E-07
PARP8,yellow,0.322424263,1.36518E-11,0.649894197,1.20925E-51
RABGAP1L,yellow,0.039121404,0.424459354,0.382457545,4.82068E-16
CYSLTR2,yellow,0.280561036,5.10972E-09,0.401460177,1.17144E-17
ARL11,yellow,0.407109911,3.70119E-18,0.80778551,9.2961E-98
CAMK4,yellow,0.384903719,3.02768E-16,0.817886417,3.7971E-102
MBNL1,yellow,0.255486988,1.14343E-07,0.634831028,1.19261E-48
NADK2,yellow,-0.124299684,0.010876763,-0.26529762,3.51996E-08
CLEC4F,yellow,0.231804105,1.61689E-06,0.472519896,1.08238E-24
PELO,yellow,0.170340875,0.000461777,0.260245235,6.49613E-08
RASGRP3,yellow,0.309419731,9.52512E-11,0.462307356,1.41211E-23
IFIT5,yellow,0.087929507,0.072180325,0.279678335,5.73171E-09
PRDM8,yellow,0.404456976,6.37516E-18,0.780675568,3.64798E-87
UTRN,yellow,0.183355789,0.000160631,0.468672968,2.87724E-24
JAKMIP1,yellow,0.17898577,0.000230883,0.538105455,7.98036E-33
MR1,yellow,0.235188976,1.12579E-06,0.350127185,1.57796E-13
BANK1,yellow,0.168815661,0.0005201,0.740382993,6.08432E-74
DAB2,yellow,0.293127269,9.52801E-10,0.380661045,6.76679E-16
SMARCA5,yellow,0.331973904,3.08527E-12,0.517633987,4.28718E-30
RASSF3,yellow,0.175465602,0.00030738,0.435978245,7.21691E-21
RBMS1,yellow,0.206603383,2.02146E-05,0.386255166,2.33767E-16
CD96,yellow,0.386029787,2.44091E-16,0.910851227,2.3271E-162
ASAP1,yellow,0.285323019,2.73042E-09,0.49015454,1.04166E-26
CMTM7,yellow,0.234501872,1.21218E-06,0.551831943,9.20478E-35
CD8A,yellow,0.292739609,1.00472E-09,0.777719486,4.2222E-86
GRAP,yellow,0.404441582,6.39522E-18,0.560792823,4.46314E-36
GPR15,yellow,0.222318175,4.33224E-06,0.683082914,7.01664E-59
LRRK1,yellow,0.437472146,5.13925E-21,0.697546208,2.41082E-62
ABCA6,yellow,-0.205031554,2.34348E-05,-0.271457311,1.63879E-08
NEIL2,yellow,0.180118183,0.000210335,0.202329501,3.01354E-05
GBP5,yellow,0.131667341,0.006957516,0.355379718,6.43596E-14
C21orf91,yellow,0.281573865,4.47651E-09,0.448701562,3.79211E-22
ADAMTS1,yellow,0.552604042,7.11743E-35,0.28376564,3.35587E-09
PLCL2,yellow,0.119351836,0.01450465,0.264036706,4.10652E-08
VOPP1,yellow,0.133257052,0.006299928,0.47321277,9.06427E-25
OR4K1,yellow,0.03661852,0.454717203,0.230093531,1.93745E-06
SAMSN1,yellow,0.49737114,1.43917E-27,0.870566986,1.6569E-130
HEATR3,yellow,0.10110527,0.03857479,0.369616008,5.20084E-15
SLC7A7,yellow,0.409209486,2.39855E-18,0.601030015,1.67583E-42
VSIG4,yellow,0.396543374,3.13678E-17,0.419749812,2.59331E-19
OTOA,yellow,0.175998348,0.000294454,0.272627193,1.41423E-08
RASA2,yellow,0.207784406,1.80763E-05,0.641037846,7.29673E-50
SLA,yellow,0.51073719,3.24313E-29,0.885522367,6.5296E-141
RAB39B,yellow,0.23747428,8.78951E-07,0.716944227,2.49535E-67
CLIC2,yellow,0.265881137,3.27675E-08,0.444618619,9.89344E-22
MIDEAS,yellow,0.399620001,1.69688E-17,0.408154079,2.98411E-18
BATF,yellow,0.126736311,0.009405367,0.251710493,1.77676E-07
DCK,yellow,0.150236097,0.002045203,0.574647386,3.44384E-38
UBE2L6,yellow,0.276176607,9.00461E-09,0.375158248,1.88743E-15
MS4A1,yellow,0.143096361,0.003330321,0.710725241,1.09707E-65
IGKV1OR-2,yellow,0.190843342,8.45991E-05,0.402106621,1.0279E-17
GHRL,yellow,0.122512351,0.012082201,0.580477586,4.14602E-39
NECAP2,yellow,0.21976835,5.60576E-06,0.662648704,2.57688E-54
AFAP1L1,yellow,0.328938562,4.97788E-12,0.373183443,2.71452E-15
ERG,yellow,0.524278161,5.83939E-31,0.29236762,1.05711E-09
DUSP2,yellow,0.326625514,7.142E-12,0.56555017,8.61875E-37
WASF2,yellow,0.13818594,0.004600499,0.43654642,6.34392E-21
SHROOM4,yellow,0.378837661,9.52651E-16,0.274219972,1.15581E-08
CD1C,yellow,0.38220207,5.05949E-16,0.466355157,5.15486E-24
SNX29P1,yellow,0.061963041,0.205592101,0.423818522,1.07578E-19
CD1B,yellow,0.304047644,2.06796E-10,0.38873675,1.44933E-16
CD1E,yellow,0.38649697,2.23167E-16,0.415529044,6.37993E-19
NCF1,yellow,0.389595972,1.22708E-16,0.844912632,2.2674E-115
SLAMF8,yellow,0.366784264,8.66449E-15,0.677283125,1.51139E-57
RNF166,yellow,0.208300083,1.72116E-05,0.767190828,1.92355E-82
HTR6,yellow,0.118823253,0.014948984,0.47802077,2.61711E-25
FCER1G,yellow,0.209353622,1.55655E-05,0.437841568,4.72416E-21
CDC42SE2,yellow,0.246630119,3.17929E-07,0.626427446,4.73984E-47
RAPGEF6,yellow,-0.02304747,0.638052776,0.374970894,1.95384E-15
C1QC,yellow,0.398698907,2.04093E-17,0.635109521,1.05353E-48
BTG2,yellow,0.239702245,6.88841E-07,0.296865174,5.68905E-10
STARD9,yellow,-0.017873539,0.715261917,0.384592907,3.2127E-16
RGL4,yellow,0.359844956,2.96335E-14,0.821368624,1.0063E-103
ACE,yellow,0.271525619,1.62478E-08,0.392633265,6.78596E-17
ATP6V0D1,yellow,0.151588166,0.001860366,0.284974971,2.85954E-09
CARMIL2,yellow,0.28695444,2.19686E-09,0.906752979,1.7546E-158
LYPD5,yellow,0.347723283,2.3656E-13,0.411660831,1.4398E-18
TNFRSF13C,yellow,0.165520931,0.000670174,0.743503811,7.07196E-75
UBASH3A,yellow,0.378588709,9.98031E-16,0.899254865,7.8399E-152
GAB3,yellow,0.504049707,2.20886E-28,0.844815088,2.5569E-115
ITGB2,yellow,0.457058848,5.11356E-23,0.740096595,7.40137E-74
FTCD,yellow,-0.158802186,0.001107817,-0.289889741,1.48038E-09
SLC2A6,yellow,0.193390821,6.76331E-05,0.347503371,2.45444E-13
ST6GALNAC6,yellow,0.092427169,0.058713426,0.312194827,6.34249E-11
JAML,yellow,0.08845358,0.070491814,0.402626736,9.25088E-18
CD3G,yellow,0.320624957,1.79626E-11,0.89559095,9.0345E-149
CXCR5,yellow,0.156514342,0.001308871,0.693572794,2.2608E-61
CCR5,yellow,0.440497497,2.57067E-21,0.904292966,3.0645E-156
FCRL3,yellow,0.16048333,0.000978663,0.79194965,2.23281E-91
AZGP1,yellow,-0.182715398,0.000169491,-0.333836215,2.2945E-12
HK3,yellow,0.403625281,7.5525E-18,0.56451693,1.23465E-36
MFSD12,yellow,0.180110826,0.000210463,0.323956917,1.07907E-11
BDH1,yellow,-0.124780914,0.010570968,-0.307513594,1.25636E-10
IKZF3,yellow,0.308874487,1.03123E-10,0.904863712,9.3672E-157
ACOX1,yellow,-0.17570509,0.000301505,-0.258997756,7.54234E-08
SIGLEC11,yellow,0.339100402,9.82721E-13,0.329809816,4.34158E-12
FMNL3,yellow,0.469840995,2.14104E-24,0.72420402,2.64322E-69
TAMALIN,yellow,0.30424214,2.01128E-10,0.308633867,1.06795E-10
KRT82,yellow,-0.012926625,0.791917107,0.173928462,0.000347706
TREML1,yellow,0.267458252,2.69792E-08,0.415968368,5.81272E-19
SCIMP,yellow,0.528503805,1.60584E-31,0.75642937,6.7432E-79
CCDC42,yellow,0.064092955,0.190406562,0.190705648,8.56217E-05
ITIH3,yellow,-0.163370807,0.00078877,-0.242340988,5.14532E-07
RPS6KA4,yellow,0.204737938,2.40879E-05,0.53666554,1.25951E-32
DHRS3,yellow,-0.305159552,1.76368E-10,-0.274821172,1.07069E-08
LAPTM5,yellow,0.448121607,4.34891E-22,0.831893548,1.0474E-108
SDC3,yellow,0.420781074,2.07725E-19,0.60921629,6.3527E-44
TMCO4,yellow,0.069871766,0.153374754,0.330400971,3.95584E-12
FAM102B,yellow,0.33650025,1.49693E-12,0.502331439,3.59166E-28
GBP2,yellow,0.122852268,0.011844253,0.293124966,9.53101E-10
GBP4,yellow,0.328628645,5.2255E-12,0.607697313,1.17436E-43
GFI1,yellow,0.124707551,0.010617088,0.332584919,2.80023E-12
CADM3,yellow,0.205752993,2.19007E-05,0.702009726,1.86607E-63
NLRP3,yellow,0.567220994,4.8068E-37,0.691964678,5.53604E-61
SLAMF6,yellow,0.315542351,3.86151E-11,0.90047954,6.992E-153
DENND2D,yellow,0.220484475,5.21595E-06,0.740957372,4.10394E-74
WDR64,yellow,0.079820153,0.10276358,0.245552014,3.59129E-07
C1orf147,yellow,0.191861685,7.73853E-05,0.519542103,2.42926E-30
IL24,yellow,0.204407092,2.48445E-05,0.514095963,1.21757E-29
FCMR,yellow,0.243923956,4.31221E-07,0.805246163,1.07351E-96
CTSS,yellow,0.463740563,9.89863E-24,0.576556199,1.73003E-38
TNFAIP8L2,yellow,0.367898968,7.0916E-15,0.7461461,1.11557E-75
CDC42EP3,yellow,0.456424103,5.96564E-23,0.585036608,7.68586E-40
S100A11,yellow,0.250403083,2.06626E-07,0.403803661,7.28321E-18
ARHGAP25,yellow,0.450899569,2.25084E-22,0.947369817,2.2001E-208
HELQ,yellow,-0.025952101,0.596300178,0.414178486,8.487E-19
KBTBD8,yellow,0.254736474,1.24881E-07,0.672213952,2.08841E-56
LMOD3,yellow,0.018704011,0.702645923,0.327185907,6.54574E-12
SLC15A2,yellow,0.130686119,0.007393436,0.389740905,1.19305E-16
EIF4E3,yellow,0.407944626,3.11603E-18,0.396992224,2.86899E-17
ARPC2,yellow,0.275329202,1.00352E-08,0.666929633,3.05318E-55
CCDC141,yellow,0.221626446,4.64735E-06,0.31659678,3.2985E-11
EOMES,yellow,0.301778049,2.8558E-10,0.822676221,2.522E-104
TGFBR2,yellow,0.349656701,1.70856E-13,0.36310174,1.67016E-14
FCRL4,yellow,0.153191095,0.001661104,0.731872827,1.84472E-71
TRAT1,yellow,0.132130467,0.006759874,0.374298911,2.21146E-15
FCRL1,yellow,0.109418619,0.025105139,0.674267414,7.25408E-57
MNDA,yellow,0.450415204,2.52585E-22,0.688116432,4.60935E-60
PYHIN1,yellow,0.323069673,1.23665E-11,0.881128723,1.0377E-137
IFI16,yellow,0.408482014,2.78852E-18,0.699376433,8.4919E-63
CTLA4,yellow,0.234439478,1.22033E-06,0.707294834,8.47316E-65
ICOS,yellow,0.307355974,1.28534E-10,0.888556247,3.364E-143
CD200R1,yellow,0.369832513,5.00075E-15,0.833183173,2.4314E-109
PLB1,yellow,0.397094487,2.8112E-17,0.544530746,1.01382E-33
CCR1,yellow,0.514462985,1.09324E-29,0.602068633,1.11219E-42
DTX3L,yellow,0.120711938,0.013414253,0.32200154,1.45634E-11
KLF15,yellow,-0.369777623,5.05076E-15,-0.258589442,7.9188E-08
PRKCD,yellow,0.088115333,0.071577875,0.499471066,8.01889E-28
ARHGEF3,yellow,0.217416548,7.09082E-06,0.338884136,1.01788E-12
CAMP,yellow,0.212810695,1.11519E-05,0.288496909,1.78634E-09
ZNF589,yellow,-0.066403527,0.17488181,0.504179156,2.12918E-28
SHISA5,yellow,-0.044943883,0.358779195,0.265528411,3.42175E-08
DUSP7,yellow,0.157640798,0.001206023,0.465409538,6.53102E-24
PPM1M,yellow,0.109944031,0.024410776,0.567306207,4.66535E-37
WDR82,yellow,0.167864145,0.000559876,0.549822562,1.79196E-34
ANXA5,yellow,0.321496278,1.5731E-11,0.435266361,8.47929E-21
GUCY1A1,yellow,0.426859889,5.52938E-20,0.38152172,5.75359E-16
TMEM144,yellow,0.184080391,0.00015113,0.240206602,6.51649E-07
IL15,yellow,0.274725277,1.08385E-08,0.651069735,6.94516E-52
ABCE1,yellow,0.181913653,0.000181229,0.35348958,8.90438E-14
LSM6,yellow,-0.039627233,0.418489933,0.338831336,1.02665E-12
CCDC112,yellow,0.117493341,0.016120168,0.476116481,4.29067E-25
CASP3,yellow,0.055416865,0.257703346,0.40416788,6.76235E-18
ERAP1,yellow,0.139263276,0.004289315,0.302677357,2.51377E-10
ERAP2,yellow,0.114552898,0.0189985,0.223008202,4.03828E-06
UBLCP1,yellow,0.164840307,0.000705798,0.499895802,7.12075E-28
CSF2,yellow,0.254443363,1.29245E-07,0.413943928,8.91706E-19
CGAS,yellow,0.247672272,2.82449E-07,0.573292336,5.59895E-38
TBXT,yellow,0.066408146,0.174851743,0.313420758,5.29238E-11
SAMD3,yellow,0.343723844,4.6045E-13,0.863796678,3.244E-126
SPATA48,yellow,0.070255187,0.151125874,0.337359399,1.30316E-12
STK17A,yellow,0.266434219,3.06127E-08,0.60966784,5.28876E-44
SYTL3,yellow,0.444100222,1.11641E-21,0.791824787,2.49424E-91
TAGAP,yellow,0.445538294,7.98048E-22,0.914887486,2.2937E-166
CTSB,yellow,0.269816374,2.01275E-08,0.253144614,1.50417E-07
NOS3,yellow,0.422274906,1.50422E-19,0.238049646,8.25524E-07
YWHAZ,yellow,0.251276797,1.86817E-07,0.420651773,2.13595E-19
DCSTAMP,yellow,0.236770229,9.48849E-07,0.278200971,6.94045E-09
SYK,yellow,0.465628948,6.18252E-24,0.766750726,2.70902E-82
TMEM71,yellow,0.494695198,3.01471E-27,0.81841055,2.2095E-102
CYBB,yellow,0.456432453,5.95357E-23,0.769579071,2.96045E-83
NCF1C,yellow,0.346967452,2.68485E-13,0.81684261,1.1105E-101
HDX,yellow,0.162950285,0.000814123,0.229857514,1.9862E-06
OTUD1,yellow,0.195442027,5.63603E-05,0.338202178,1.137E-12
INTS6L,yellow,0.270393468,1.87268E-08,0.702273595,1.60172E-63
TSHR,yellow,0.060951741,0.213101723,0.528801189,1.46537E-31
FOLR2,yellow,0.267889333,2.55776E-08,0.445244841,8.54744E-22
ARF6,yellow,0.307637334,1.23405E-10,0.457575737,4.50934E-23
AMER2,yellow,0.02601927,0.595349485,0.171689031,0.000415348
CASP7,yellow,0.301050149,3.16542E-10,0.391621479,8.27192E-17
RAB8B,yellow,0.307472241,1.2639E-10,0.629895949,1.05108E-47
SPIC,yellow,0.298737149,4.38184E-10,0.580753662,3.74659E-39
PCBD1,yellow,-0.363416298,1.57963E-14,-0.308543895,1.082E-10
CYYR1,yellow,0.367129626,8.14376E-15,0.252206291,1.67754E-07
PLD4,yellow,0.366698503,8.79878E-15,0.576295763,1.90092E-38
PRKCB,yellow,0.374817617,2.00988E-15,0.841857781,9.4041E-114
CLEC4E,yellow,0.357133327,4.75295E-14,0.490899035,8.51114E-27
CLEC4D,yellow,0.334260109,2.14434E-12,0.365230117,1.14413E-14
TVP23A,yellow,0.242110464,5.27886E-07,0.594139381,2.44998E-41
ZCCHC18,yellow,0.302461777,2.59193E-10,0.838727718,3.9413E-112
B2M,yellow,0.431284755,2.07436E-20,0.493412091,4.28774E-27
SLFN5,yellow,0.359730726,3.0232E-14,0.636677448,5.22934E-49
YPEL4,yellow,0.18604538,0.000127951,0.410317337,1.90548E-18
TERF2IP,yellow,0.210822026,1.3519E-05,0.379169658,8.95273E-16
YWHAB,yellow,0.207885111,1.79042E-05,0.544168267,1.14032E-33
TSC22D4,yellow,0.183906404,0.000153362,0.419871886,2.52618E-19
MS4A7,yellow,0.482132146,8.90561E-26,0.563167113,1.97081E-36
MS4A14,yellow,0.320602013,1.80254E-11,0.494568706,3.12145E-27
MEI1,yellow,0.256576445,1.00558E-07,0.645384661,9.92105E-51
GNGT2,yellow,0.377793964,1.15757E-15,0.726406098,6.46404E-70
TTC16,yellow,0.286280763,2.40363E-09,0.696662504,3.97871E-62
NOD2,yellow,0.177615021,0.000258266,0.519844968,2.21908E-30
SNX20,yellow,0.410961053,1.66633E-18,0.941338442,7.7369E-199
DPEP2,yellow,0.542295559,2.08866E-33,0.707822708,6.19824E-65
CD3D,yellow,0.192065183,7.60151E-05,0.74999093,7.28608E-77
MMP26,yellow,-0.035689472,0.466249442,0.132891457,0.006446015
JSRP1,yellow,0.083287917,0.088619071,0.374694201,2.05614E-15
NIBAN3,yellow,0.147308074,0.002504312,0.701327259,2.76806E-63
AXL,yellow,0.564828819,1.10785E-36,0.57796923,1.03623E-38
NFKBID,yellow,0.214440312,9.51172E-06,0.584254077,1.02837E-39
LAIR1,yellow,0.353412508,9.02263E-14,0.642992196,2.98712E-50
LAIR2,yellow,0.020755109,0.671840819,0.306302828,1.49638E-10
KIR3DL1,yellow,0.200594772,3.53537E-05,0.246207008,3.33525E-07
TMIGD2,yellow,0.341483347,6.65913E-13,0.640366525,9.90181E-50
SERPINF2,yellow,-0.104042795,0.033244171,-0.25493242,1.22042E-07
SPRYD3,yellow,0.130864114,0.007312592,0.35809817,4.01958E-14
CD300C,yellow,0.50939005,4.7895E-29,0.637484042,3.6414E-49
CD300A,yellow,0.523559792,7.25941E-31,0.628856273,1.65417E-47
TMC8,yellow,0.408800753,2.61052E-18,0.880489521,2.9595E-137
NLRC3,yellow,0.378817629,9.56227E-16,0.915924212,1.9922E-167
TRANK1,yellow,0.25098922,1.93126E-07,0.402102834,1.02869E-17
BATF2,yellow,0.126623637,0.009469292,0.303127693,2.35782E-10
MAP4K2,yellow,-0.012878307,0.792677175,0.382643595,4.65376E-16
CCDC88B,yellow,0.221012452,4.94527E-06,0.683828774,4.70347E-59
SCARA5,yellow,0.312054378,6.47504E-11,0.361756305,2.11826E-14
PNOC,yellow,0.186797753,0.000119994,0.720329927,3.04693E-68
PTGDR,yellow,0.373314326,2.65012E-15,0.523457401,7.48785E-31
GLYCTK,yellow,-0.410686554,1.76446E-18,-0.263874663,4.18842E-08
PXK,yellow,0.14802435,0.002384055,0.441471447,2.05376E-21
ACOX2,yellow,-0.210973575,1.3323E-05,-0.291787301,1.1442E-09
IRF2,yellow,0.154224689,0.001543201,0.484610334,4.61744E-26
CX3CR1,yellow,0.201816109,3.15984E-05,0.250756196,1.98388E-07
TAP1,yellow,0.246568266,3.20164E-07,0.504875091,1.74713E-28
MLKL,yellow,0.331954729,3.09466E-12,0.538548698,6.93147E-33
RHOH,yellow,0.248508759,2.56759E-07,0.850361214,2.4061E-118
ADAM29,yellow,0.06147522,0.209190249,0.372618351,3.01062E-15
MUCL3,yellow,0.115519259,0.018006698,0.141059531,0.003812528
IL7R,yellow,0.355870787,5.91328E-14,0.774694096,4.97881E-85
INPP5D,yellow,0.421694904,1.70538E-19,0.889638963,4.9454E-144
CEP120,yellow,0.017572144,0.719859954,0.370419837,4.49522E-15
LGALS9,yellow,0.377456445,1.23266E-15,0.52848655,1.61439E-31
SIGLEC7,yellow,0.526206661,3.24689E-31,0.592067974,5.41866E-41
COMMD8,yellow,0.082330476,0.092358325,0.422180477,1.5353E-19
PARM1,yellow,0.200224337,3.65737E-05,0.316320865,3.43757E-11
XPO6,yellow,0.092012417,0.059861238,0.492316861,5.78495E-27
CXCL10,yellow,0.138168355,0.004605743,0.330765429,3.73493E-12
CXCL11,yellow,0.167312229,0.000584223,0.369281996,5.52502E-15
ZRSR2,yellow,0.023817963,0.626857957,0.522803494,9.12396E-31
RNASE3,yellow,0.176909531,0.000273514,0.2311321,1.73625E-06
PTAFR,yellow,0.417862213,3.88492E-19,0.543773891,1.29574E-33
RNASE6,yellow,0.473439569,8.55214E-25,0.755401179,1.43836E-78
CD52,yellow,0.306526337,1.44895E-10,0.799331455,2.792E-94
HTRA4,yellow,0.267458158,2.69795E-08,0.376212171,1.55311E-15
PLEKHA2,yellow,0.413073523,1.07087E-18,0.735196757,2.03259E-72
GPR183,yellow,0.496304712,1.93389E-27,0.710252455,1.45668E-65
GJB1,yellow,-0.217983965,6.70154E-06,-0.214610225,9.35458E-06
LUZP1,yellow,0.39975704,1.65083E-17,0.523898247,6.55225E-31
DCXR,yellow,-0.319708232,2.06436E-11,-0.31103272,7.52388E-11
WNT10B,yellow,0.143623295,0.003214935,0.305315443,1.72467E-10
ITGAM,yellow,0.333097561,2.58108E-12,0.44100749,2.28577E-21
TMEM154,yellow,0.3396538,8.98067E-13,0.256848503,9.73748E-08
SERPINA9,yellow,-0.133322509,0.006274087,0.11845508,0.015265494
GPR25,yellow,0.244768781,3.92231E-07,0.744322217,4.00109E-75
MZB1,yellow,0.140051061,0.004073944,0.50573148,1.36887E-28
SERPINB9,yellow,0.49537918,2.49708E-27,0.576402822,1.82874E-38
EMB,yellow,0.358070919,4.03868E-14,0.813582313,3.0358E-100
STAT2,yellow,0.038497123,0.431894601,0.334322131,2.12319E-12
RASA4B,yellow,0.206936789,1.95878E-05,0.393138069,6.14604E-17
BFSP2,yellow,0.059971119,0.220570041,0.259620594,7.00115E-08
LILRP2,yellow,0.241508232,5.64362E-07,0.348776824,1.9818E-13
PLA2G1B,yellow,0.022582354,0.644850887,0.097288097,0.046567609
OSCAR,yellow,0.44573436,7.6225E-22,0.541143044,3.02557E-33
S1PR1,yellow,0.279178362,6.11594E-09,0.288671798,1.74479E-09
FPR2,yellow,0.416726232,4.94861E-19,0.327235091,6.49579E-12
FPR1,yellow,0.484967763,4.19823E-26,0.479516193,1.77122E-25
GIMAP8,yellow,0.521593258,1.31382E-30,0.647362554,3.95879E-51
HSFX1,yellow,0.060834708,0.213983357,0.29275144,1.00309E-09
