probes,moduleColor,GS.PCD,p.GS.PCD,MEyellow,MEyellow
IGHV7-27,yellow,0.128595382,0.008404599,0.199771453,3.81194E-05
IGHVII-60-1,yellow,0.049734788,0.309804161,0.311791247,6.73067E-11
AC064802.1,yellow,-0.12155628,0.012774252,0.055048705,0.260883524
SIGLEC14,yellow,0.473172417,9.15851E-25,0.450691958,2.3649E-22
SF3A3P2,yellow,-0.017437296,0.721920464,0.423434607,1.16951E-19
AP003080.1,yellow,0.147987444,0.00239012,0.22530734,3.19022E-06
SIGLEC12,yellow,0.246452745,3.24379E-07,0.589609011,1.38006E-40
AP003730.1,yellow,-0.010553105,0.829473137,0.404128293,6.81714E-18
AC100767.1,yellow,0.063362414,0.195519482,0.067554477,0.167509124
EIF4A2P3,yellow,-0.060968441,0.212976139,0.193973173,6.42334E-05
COX6CP5,yellow,-0.018285279,0.708997087,0.383826982,3.71734E-16
LINC02715,yellow,0.1520881,0.001795987,0.282995514,3.71448E-09
AP002803.1,yellow,-0.016453969,0.737005926,0.108915796,0.025785537
IGLL5,yellow,0.223889777,3.69037E-06,0.593451299,3.19118E-41
CASP1P2,yellow,0.225174014,3.23435E-06,0.745414321,1.86473E-75
AC008750.1,yellow,0.178371643,0.000242797,0.554238825,4.1198E-35
AC022182.1,yellow,0.078441792,0.108860053,0.550055968,1.65891E-34
SLC25A47P1,yellow,0.082181899,0.092949744,0.250190741,2.11738E-07
AC022182.2,yellow,0.070256583,0.151117737,0.604002995,5.1621E-43
AP004607.3,yellow,0.079995314,0.102008614,0.113366892,0.02028051
GVINP1,yellow,0.314250466,4.67998E-11,0.868811393,2.2651E-129
AP004247.1,yellow,0.059027307,0.227932875,0.411145444,1.60344E-18
AC010247.1,yellow,0.22738733,2.57201E-06,0.657911169,2.62167E-53
AC113404.3,yellow,0.24425228,4.15645E-07,0.358664068,3.64232E-14
OR7E15P,yellow,0.076911272,0.115959718,0.26500878,3.64671E-08
LINC02705,yellow,0.341140225,7.04438E-13,0.371878327,3.44671E-15
DPP3,yellow,0.183826159,0.000154402,0.361086361,2.3834E-14
AC022878.1,yellow,0.063362414,0.195519482,0.067554477,0.167509124
AP000842.2,yellow,0.048990441,0.317110037,0.360037051,2.86533E-14
MORF4L1P3,yellow,-0.045633331,0.35144715,0.245003268,3.82025E-07
EID3,yellow,0.137403432,0.004839141,0.422704684,1.37041E-19
HSPE1P18,yellow,0.171252312,0.00042989,0.36575268,1.04221E-14
AC087277.2,yellow,0.076351009,0.118647487,0.371449503,3.72717E-15
AC090559.1,yellow,0.552658815,6.98858E-35,0.659771157,1.05978E-53
CARD17,yellow,0.14457621,0.003015447,0.772190739,3.72607E-84
SMIM35,yellow,0.298052176,4.82214E-10,0.477068135,3.35272E-25
AP003557.1,yellow,0.198999526,4.08972E-05,0.548041425,3.22217E-34
AP000790.2,yellow,0.06023614,0.218533468,0.288022742,1.90388E-09
NASPP1,yellow,-0.124236086,0.010917757,0.336664877,1.45774E-12
AP002954.1,yellow,0.446488723,6.38692E-22,0.561824644,3.13125E-36
OR4A43P,yellow,0.008302032,0.865455588,0.057006947,0.244276459
TRAV1-1,yellow,0.186064131,0.000127747,0.609630744,5.36906E-44
AP000820.1,yellow,0.109499974,0.02499652,0.458170046,3.9013E-23
IFNG-AS1,yellow,0.189816206,9.25132E-05,0.728539278,1.63035E-70
LINC02422,yellow,-0.050436694,0.303017141,0.445978992,7.19799E-22
VDAC2P2,yellow,0.053710093,0.272673872,0.215382894,8.67067E-06
AC092746.1,yellow,0.186010378,0.000128333,0.273384305,1.28509E-08
KLRC4-KLRK1,yellow,0.26980101,2.01662E-08,0.72949674,8.74815E-71
TIFAB,yellow,0.300442869,3.44851E-10,0.81936091,8.2406E-103
AP000812.2,yellow,0.202141029,3.06648E-05,0.367639552,7.43055E-15
AC025252.1,yellow,-0.02178777,0.656532958,0.167707669,0.000566681
TOMM20P2,yellow,0.278123714,7.01003E-09,0.762720725,6.01777E-81
LINC02824,yellow,0.034746982,0.478112015,0.268780363,2.29003E-08
LINC02446,yellow,0.234286948,1.24048E-06,0.676229703,2.61971E-57
LINC02442,yellow,0.079145065,0.105714793,0.356174255,5.61132E-14
LINC02425,yellow,0.013983148,0.775347841,0.20196795,3.11588E-05
USP30-AS1,yellow,-0.025347202,0.604892717,0.114388938,0.019171416
UBE2NP1,yellow,0.042979556,0.380189652,0.247523406,2.87273E-07
LINC02414,yellow,0.121269132,0.012988819,0.362218132,1.95256E-14
AC023796.2,yellow,0.101228832,0.038336798,0.266165265,3.16429E-08
LINC02361,yellow,0.201465656,3.26354E-05,0.506079613,1.23937E-28
LINC02390,yellow,0.222294024,4.34288E-06,0.697334202,2.71916E-62
TRDV3,yellow,0.172280875,0.00039637,0.318686572,2.40921E-11
AC010186.2,yellow,0.190199128,8.94847E-05,0.753867481,4.42177E-78
PDE2A-AS2,yellow,0.387807682,1.73421E-16,0.694868698,1.09387E-61
CLEC12B,yellow,0.276505383,8.63302E-09,0.404092678,6.8668E-18
AL137779.1,yellow,0.087025664,0.075169864,0.305332949,1.72034E-10
AC005342.2,yellow,0.196113481,5.30731E-05,0.411347908,1.53708E-18
AC087241.1,yellow,0.023716924,0.628321197,0.102751654,0.035504377
AC078925.1,yellow,-0.030732848,0.530426827,0.234282894,1.24102E-06
PARP11-AS1,yellow,0.022424471,0.647165285,0.581427357,2.92481E-39
AC005840.3,yellow,0.036544106,0.455634962,0.287156599,2.13825E-09
AC026369.3,yellow,0.330415699,3.94667E-12,0.370470282,4.45422E-15
GPR142,yellow,0.210389985,1.40929E-05,0.282532871,3.94749E-09
AC010186.3,yellow,0.167036506,0.00059675,0.67954084,4.61355E-58
AC016957.1,yellow,0.015569794,0.750657209,0.230350683,1.88565E-06
NHLRC4,yellow,0.266307391,3.10944E-08,0.55665896,1.82366E-35
AC103702.1,yellow,0.212081218,1.19703E-05,0.388124961,1.63123E-16
AC079584.2,yellow,0.387995661,1.67245E-16,0.566387263,6.4354E-37
AC012150.1,yellow,0.272455881,1.44514E-08,0.423980685,1.03845E-19
AL139020.1,yellow,0.081290437,0.096562123,0.64963803,1.36412E-51
HNRNPA1P69,yellow,-0.063659191,0.193430429,0.292816576,9.94196E-10
KRT73-AS1,yellow,0.104773915,0.032019577,0.524020465,6.31401E-31
AC025031.1,yellow,-0.004760731,0.9226,0.289508305,1.5587E-09
LINC02297,yellow,0.025698451,0.59989651,0.402601226,9.29885E-18
AL157935.2,yellow,0.139619569,0.004190666,0.506829932,1.00002E-28
HLX-AS1,yellow,0.027475955,0.57490355,0.15810404,0.001165929
AC006199.1,yellow,0.048356611,0.323419206,0.119762977,0.014167104
AC084824.2,yellow,0.026758304,0.584935104,0.214181724,9.75569E-06
AC068643.1,yellow,-0.033647936,0.492150158,0.310038087,8.70316E-11
OTOAP1,yellow,0.131555549,0.007005993,0.216134021,8.05165E-06
LINC02416,yellow,0.136730978,0.005053075,0.713066462,2.67185E-66
AC089984.2,yellow,0.041671443,0.394872377,0.271122892,1.70909E-08
LINC02457,yellow,0.098936652,0.042959745,0.554513872,3.75662E-35
AC079313.1,yellow,0.066688398,0.173034911,0.320302327,1.8865E-11
MAP1LC3B2,yellow,0.102731643,0.035540411,0.226363565,2.86041E-06
PPIAP45,yellow,0.026640649,0.586587416,0.5233221,7.80065E-31
KRT128P,yellow,-0.010608954,0.828584603,0.23099741,1.76116E-06
AC008083.3,yellow,0.192650005,7.22033E-05,0.571488299,1.06558E-37
CLEC5A,yellow,0.319271719,2.20537E-11,0.340279809,8.10887E-13
IFITM3P6,yellow,0.351390472,1.27374E-13,0.882725039,7.3768E-139
AL355097.1,yellow,0.060168019,0.219055657,0.171855332,0.000409931
LINC02320,yellow,0.082106286,0.093251887,0.281564012,4.48228E-09
AL157955.1,yellow,0.143217326,0.003303505,0.259228076,7.33767E-08
AC022469.1,yellow,0.1036553,0.033909246,0.282981953,3.72111E-09
AC004825.1,yellow,0.016564854,0.735299622,0.150283649,0.002038427
AC023510.1,yellow,0.145554914,0.002822333,0.348997509,1.90949E-13
TRAV15,yellow,0.189486263,9.51999E-05,0.40486824,5.86166E-18
LINC02295,yellow,0.116806672,0.016755766,0.666663265,3.49012E-55
CENPUP2,yellow,0.149157721,0.002204496,0.482663767,7.73865E-26
PTTG4P,yellow,0.01231241,0.801593495,0.259340281,7.23991E-08
RPL21P7,yellow,-0.098864813,0.04311191,0.314405445,4.57352E-11
AC110023.1,yellow,0.065244422,0.182547927,0.399029238,1.91031E-17
LINC02328,yellow,-0.009813604,0.841258335,0.38725568,1.92881E-16
RAP1AP,yellow,0.106719516,0.028946886,0.355114381,6.73693E-14
AL133371.2,yellow,0.406816913,3.93121E-18,0.666615557,3.57469E-55
LINC02312,yellow,0.102574608,0.035824264,0.298919137,4.2716E-10
AL135818.1,yellow,0.316020304,3.59557E-11,0.733283181,7.26537E-72
AL355076.3,yellow,0.096295931,0.048859024,0.415069722,7.03121E-19
AL049836.1,yellow,0.062365096,0.202660417,0.166103083,0.000641034
AL355916.2,yellow,0.312576556,5.99544E-11,0.396564964,3.12336E-17
AC044913.2,yellow,0.010312151,0.833309083,0.203938917,2.59537E-05
AL132642.1,yellow,0.276957219,8.14648E-09,0.588465801,2.12558E-40
SF3B4P1,yellow,-0.032178173,0.511262457,0.22618161,2.9148E-06
PPIAP5,yellow,-0.024098973,0.622796076,0.283805678,3.33818E-09
DOCK11P1,yellow,0.084729968,0.083217632,0.399864653,1.61552E-17
LINC02285,yellow,0.227638865,2.50553E-06,0.523820692,6.70802E-31
AC005479.1,yellow,0.124862886,0.010519646,0.214274964,9.66704E-06
AL391156.1,yellow,0.011944786,0.807399704,0.205899785,2.16004E-05
LINC00639,yellow,0.263397667,4.43879E-08,0.318042313,2.65492E-11
AL355835.1,yellow,0.391122496,9.11817E-17,0.411710592,1.4249E-18
PTBP1P,yellow,0.075093518,0.12485716,0.497795151,1.27928E-27
AL163932.1,yellow,0.157166529,0.001248383,0.499229695,8.57825E-28
AC004858.1,yellow,-0.013424263,0.784100562,0.113627411,0.019992632
TVP23BP1,yellow,0.005479581,0.910958209,0.164465295,0.000726168
AC008050.1,yellow,0.279641829,5.75896E-09,0.1952275,5.74505E-05
LINC00924,yellow,0.434002025,1.12795E-20,0.457453808,4.64519E-23
AL109766.1,yellow,-0.023649585,0.629297216,0.269599824,2.06788E-08
AL355075.5,yellow,0.202094642,3.07965E-05,0.328800198,5.08698E-12
HMBOX1-IT1,yellow,-0.011097566,0.820820445,0.229220994,2.12357E-06
LINC02345,yellow,0.259199513,7.36275E-08,0.448126624,4.34376E-22
IGHV4OR15-8,yellow,0.098990833,0.042845282,0.363733953,1.4931E-14
AC107241.1,yellow,0.026277535,0.591700464,0.237683791,8.59123E-07
AC087878.1,yellow,0.164312638,0.000734614,0.458393967,3.69382E-23
IGHV2OR16-5,yellow,0.135799911,0.005363348,0.19970643,3.83463E-05
PLCB2-AS1,yellow,0.282415628,4.00876E-09,0.278530216,6.65135E-09
AC116158.1,yellow,0.154211714,0.001544632,0.518228721,3.59292E-30
IGHV1OR15-2,yellow,0.103642369,0.033931633,0.207029056,1.94176E-05
AC090825.1,yellow,0.031743884,0.51698284,0.280077851,5.44161E-09
AC009997.1,yellow,-0.133879465,0.006058038,0.246283933,3.30636E-07
EFL1P1,yellow,0.094392109,0.053520309,0.336105614,1.59511E-12
AC046168.2,yellow,0.100819627,0.039129758,0.253010853,1.52779E-07
AL022318.2,yellow,0.183214013,0.000162554,0.665662851,5.76064E-55
LINC01833,yellow,-0.030734526,0.530404366,0.258841626,7.6842E-08
AC012414.3,yellow,0.103129069,0.034830563,0.136752439,0.005046118
LINC02205,yellow,0.063590339,0.193913628,0.179038725,0.000229882
IGHV3OR15-7,yellow,0.168375777,0.000538151,0.387428176,1.8658E-16
ANP32AP1,yellow,-0.12252674,0.012072044,0.353957829,8.21795E-14
AC015712.2,yellow,0.393976488,5.2118E-17,0.513943574,1.27321E-29
LINC02244,yellow,0.146325274,0.002678319,0.183000487,0.000165492
AC092079.1,yellow,0.049655291,0.310579113,0.223786581,3.72956E-06
AC103982.1,yellow,0.240641983,6.21101E-07,0.277459364,7.63694E-09
AC136428.1,yellow,0.182921706,0.000166588,0.411823384,1.39168E-18
AC124248.1,yellow,0.190013727,9.09392E-05,0.325608584,8.36231E-12
AC015660.2,yellow,0.146896128,0.002575954,0.190604764,8.63784E-05
AC013726.1,yellow,0.016175708,0.741293469,0.57481684,3.24026E-38
AL365361.1,yellow,0.295679663,6.70536E-10,0.836760667,3.9582E-111
IGHV3OR16-16,yellow,0.209669842,1.51013E-05,0.421692344,1.70632E-19
IGHV1OR16-2,yellow,0.10700413,0.028519314,0.20249437,2.96793E-05
AC084782.1,yellow,-0.021636293,0.658769642,0.226695185,2.76376E-06
IL21R-AS1,yellow,0.190380503,8.8083E-05,0.556802286,1.73737E-35
LINC00261,yellow,-0.112366571,0.021419618,-0.262775076,4.7874E-08
AL928711.1,yellow,0.112276057,0.021525378,0.449621275,3.04994E-22
AC133561.2,yellow,0.163970455,0.000753879,0.327683877,6.0569E-12
IGHV1OR16-4,yellow,0.17708387,0.00026967,0.253217153,1.49151E-07
IGHV1OR16-3,yellow,0.208617363,1.66992E-05,0.337362632,1.30248E-12
NSFP1,yellow,0.039293109,0.422427486,0.26510764,3.60284E-08
CA5AP1,yellow,0.010244932,0.834379915,0.071387139,0.144632671
MMP2-AS1,yellow,0.259504825,7.09882E-08,0.331399582,3.37893E-12
CSPG4P13,yellow,0.13249015,0.006609861,0.251312852,1.8604E-07
AC007496.1,yellow,0.000854644,0.98608411,0.117426596,0.016181009
AC009119.1,yellow,0.346873459,2.72739E-13,0.733632543,5.76257E-72
EIF4EBP2P2,yellow,0.119201982,0.014629425,0.365892235,1.01653E-14
AC108206.1,yellow,0.147079729,0.002543796,0.594243655,2.35365E-41
AC092375.2,yellow,0.085618633,0.080023501,0.403635291,7.53713E-18
LMF1-AS1,yellow,0.165219074,0.000685763,0.28560538,2.62984E-09
AC020978.2,yellow,0.135768851,0.005373987,0.254909818,1.22367E-07
AL133355.1,yellow,0.093083271,0.056934917,0.240397539,6.38079E-07
AC009041.1,yellow,0.24362172,4.46054E-07,0.731272068,2.73858E-71
AC009086.1,yellow,-0.133046899,0.006383535,0.089172803,0.068227244
AC096734.2,yellow,0.009963813,0.838861544,0.287840161,1.95111E-09
AC140658.3,yellow,0.028289631,0.563628772,0.14025847,0.004018892
AL096870.2,yellow,0.08647044,0.077055736,0.385330711,2.79046E-16
AC009133.3,yellow,0.232212302,1.54827E-06,0.792355727,1.55682E-91
AC093519.1,yellow,-0.006760864,0.890256553,0.165121288,0.000690884
Z84723.1,yellow,0.049268838,0.314364458,0.554315996,4.01453E-35
CEROX1,yellow,0.211398271,1.2788E-05,0.295300034,7.06662E-10
VPS35P1,yellow,0.04831298,0.323856491,0.313453748,5.26661E-11
AL135818.2,yellow,0.290729409,1.32121E-09,0.604128362,4.9107E-43
HMGB3P32,yellow,0.010036182,0.837707324,0.366492431,9.12986E-15
AL049634.2,yellow,0.17872449,0.000235884,0.163977192,0.000753495
LINC01960,yellow,0.146598458,0.002628878,0.356136616,5.64794E-14
AC091489.2,yellow,0.012026148,0.806113762,0.237160569,9.09463E-07
LINC02555,yellow,0.226223368,2.90223E-06,0.353546647,8.81781E-14
AC136285.1,yellow,0.009358065,0.848535979,0.217468335,7.05442E-06
TMEM178B,yellow,0.098934028,0.042965295,0.262114026,5.18646E-08
HMGB1P33,yellow,-0.010221494,0.834753354,0.124380284,0.010825007
AL365475.1,yellow,0.241855145,5.43064E-07,0.306233641,1.51137E-10
AC099524.1,yellow,0.224167839,3.5867E-06,0.79618103,5.00611E-93
AC034105.5,yellow,0.048407318,0.32291148,0.285650892,2.61397E-09
AC136619.2,yellow,-0.030692061,0.530972871,0.119725571,0.014197526
PECAM1,yellow,0.422317885,1.49028E-19,0.506180802,1.20405E-28
AC012645.3,yellow,0.260282734,6.46695E-08,0.734719986,2.79468E-72
AL592164.1,yellow,0.158729298,0.001113757,0.539909651,4.49113E-33
AC106782.3,yellow,0.072958354,0.13597558,0.21296484,1.0986E-05
AC109446.2,yellow,0.147402066,0.002488222,0.413069964,1.07167E-18
AC096921.2,yellow,0.125395391,0.010191592,0.224590112,3.43458E-06
AC092145.1,yellow,0.145658866,0.002802497,0.731043483,3.18196E-71
DLGAP1-AS5,yellow,0.01286439,0.792896132,0.07393057,0.130821995
AC135782.3,yellow,0.194432105,6.16685E-05,0.508627355,5.9679E-29
HLA-P,yellow,0.121037294,0.013164368,0.228189452,2.3657E-06
AL513548.1,yellow,0.1042189,0.03294561,0.23962048,6.95059E-07
AC005632.3,yellow,0.342059527,6.05806E-13,0.516711584,5.63469E-30
AC010547.4,yellow,0.096278784,0.048899441,0.236680978,9.58082E-07
LINC02605,yellow,0.226951997,2.69107E-06,0.350878211,1.38947E-13
AC103988.1,yellow,-0.003533331,0.942514649,0.280792177,4.95798E-09
LINC02191,yellow,0.061553057,0.208613097,0.303269246,2.31078E-10
AC007728.2,yellow,0.334528041,2.05443E-12,0.900729191,4.2554E-153
AC100803.3,yellow,0.368350661,6.53725E-15,0.220626372,5.14185E-06
AC068724.1,yellow,-0.033655917,0.492047418,0.252488935,1.62339E-07
IGHV1OR16-1,yellow,-0.002263624,0.963153345,0.197340817,4.75271E-05
AC040162.1,yellow,0.075072398,0.124963569,0.622720858,2.32127E-46
GFY,yellow,-0.050321584,0.304123385,0.231584864,1.65494E-06
MMP25-AS1,yellow,0.045757646,0.350135235,0.295163867,7.20075E-10
AC091180.5,yellow,0.136494712,0.005130239,0.365622293,1.06677E-14
AC133065.1,yellow,0.147843514,0.002413908,0.419065825,3.00321E-19
AC004771.2,yellow,0.143548697,0.003231047,0.393954991,5.23391E-17
AC004494.1,yellow,0.323409546,1.1738E-11,0.68994035,1.69505E-60
NDUFA3P6,yellow,-0.043643206,0.372870163,0.213408888,1.05208E-05
AC108134.3,yellow,0.332374765,2.89524E-12,0.667974358,1.80444E-55
MMP12,yellow,0.191386704,8.06747E-05,0.329176664,4.79547E-12
AC133065.2,yellow,0.182539935,0.000171997,0.620249553,6.61646E-46
AC005224.1,yellow,-0.131772829,0.006912049,0.200313516,3.62764E-05
AC110285.3,yellow,0.099696514,0.041377778,0.138010958,0.004652922
AC119396.1,yellow,0.169739754,0.000483997,0.732606874,1.13666E-71
ABHD17AP5,yellow,0.098496713,0.043898729,0.49241176,5.63699E-27
MIR4673,yellow,0.092490343,0.058540203,0.319110589,2.25976E-11
MIR4538,yellow,0.176284064,0.000287732,0.638804571,2.00875E-49
GTSCR1,yellow,0.193946955,6.43829E-05,0.571207025,1.17763E-37
TMEM238L,yellow,0.087977462,0.07202446,0.135316364,0.005531158
ANTXRLP1,yellow,0.228077151,2.3936E-06,0.807348076,1.42055E-97
IKBKE,yellow,0.254466409,1.28897E-07,0.590986961,8.18107E-41
AP005139.1,yellow,0.071184979,0.145776425,0.408537363,2.75678E-18
SKAP1-AS1,yellow,0.101121335,0.038543776,0.254238326,1.32385E-07
MIR3115,yellow,-0.059994387,0.220390693,0.099653481,0.041466037
MIR5684,yellow,-0.11603584,0.017495286,0.200828294,3.46045E-05
SINHCAFP1,yellow,0.129199569,0.008100427,0.362237105,1.94603E-14
MIR378E,yellow,0.122776049,0.011897245,0.494153385,3.49884E-27
MIR4507,yellow,0.113792486,0.019812067,0.66253253,2.72911E-54
SCML2P1,yellow,-0.049698036,0.310162265,0.110709614,0.023428725
MIR3667,yellow,0.012924971,0.791943118,0.162258877,0.00085745
MIR4305,yellow,-0.020952687,0.668901224,0.220592069,5.15967E-06
AC126365.1,yellow,-0.122498478,0.012092002,0.05257162,0.282983158
AP001496.1,yellow,0.061065122,0.212250099,0.430734249,2.34531E-20
AC138207.4,yellow,0.360794425,2.50887E-14,0.478803382,2.134E-25
MIR4298,yellow,0.09076188,0.063434776,0.108681621,0.026107798
MIR3678,yellow,0.026231358,0.592352139,0.117536964,0.016080513
AL606469.2,yellow,0.073153144,0.134930704,0.145510576,0.002830832
AC064805.2,yellow,0.167156841,0.000591253,0.314061211,4.81328E-11
AC018521.4,yellow,-0.089604565,0.066896652,0.046397519,0.343431632
L3MBTL4-AS1,yellow,0.394829313,4.40495E-17,0.485573301,3.57212E-26
MIR4718,yellow,-0.067479408,0.167982792,0.089695044,0.066620532
DPRXP4,yellow,0.224015753,3.64305E-06,0.347591822,2.41832E-13
MIR4772,yellow,0.106673948,0.02901585,0.193130244,6.92086E-05
MIR4420,yellow,0.2918969,1.12723E-09,0.512770633,1.7945E-29
MIR4537,yellow,0.189832722,9.23807E-05,0.721557703,1.41037E-68
MIR4494,yellow,0.018040052,0.712726008,0.215512841,8.56043E-06
AC022069.1,yellow,0.023651445,0.62927024,0.07670848,0.116927017
GJA5,yellow,0.325875299,8.02386E-12,0.26980286,2.01615E-08
MIR4731,yellow,0.051620675,0.291793556,0.337824871,1.20866E-12
TSPOAP1-AS1,yellow,0.092207703,0.059318502,0.637831564,3.1146E-49
AC004687.1,yellow,0.172458097,0.000390846,0.676452122,2.33292E-57
AC004231.4,yellow,0.091397953,0.061595779,0.269665504,2.05101E-08
MIR4684,yellow,-0.034786465,0.477611795,0.078921015,0.106708924
LINC01915,yellow,0.289917889,1.47476E-09,0.283020525,3.70227E-09
LINC01892,yellow,-0.028337078,0.562974616,0.108518502,0.026334318
MIR4539,yellow,0.184811704,0.000142078,0.750731838,4.28204E-77
MIR3139,yellow,0.135239245,0.005558354,0.207842806,1.79763E-05
AC138207.5,yellow,0.315344734,3.97699E-11,0.559083183,8.00747E-36
AC010754.1,yellow,0.136109313,0.00525839,0.311175716,7.36769E-11
AC138207.6,yellow,0.184487312,0.000146029,0.379928025,7.76629E-16
MIR3177,yellow,0.029288129,0.54993981,0.253308714,1.47568E-07
MIR4696,yellow,0.085454641,0.080605351,0.178641324,0.000237496
MIR5195,yellow,0.118576812,0.015160199,0.672835254,1.51796E-56
AC002091.1,yellow,0.517767608,4.12047E-30,0.73398478,4.56021E-72
ESRG,yellow,0.02990897,0.541511438,0.151687139,0.001847455
AC004585.1,yellow,0.257071079,9.48427E-08,0.835918003,1.0535E-110
RASSF5,yellow,0.332681812,2.75746E-12,0.689683148,1.95274E-60
AP005380.1,yellow,0.061763229,0.207060448,0.125745072,0.009981135
AC036222.2,yellow,-0.008338129,0.864876187,0.306930911,1.36678E-10
RN7SL138P,yellow,0.259022251,7.52031E-08,0.400706328,1.36386E-17
RN7SL703P,yellow,-0.020166765,0.680623803,0.296469095,6.0107E-10
AC002091.2,yellow,0.482844233,7.37792E-26,0.653071292,2.68629E-52
MIR3201,yellow,0.040295943,0.410674366,0.224608168,3.42821E-06
MIR3692,yellow,0.008302032,0.865455588,0.057006947,0.244276459
MIR3126,yellow,0.103129069,0.034830563,0.136752439,0.005046118
AL121757.2,yellow,0.03153298,0.519772689,0.101412897,0.037984577
LINC01841,yellow,0.109394562,0.025137335,0.38964291,1.21596E-16
RPSAP66,yellow,-0.083791119,0.086703131,0.198324715,4.34814E-05
AC021517.1,yellow,0.046642314,0.34088879,0.431079499,2.17157E-20
AC027097.1,yellow,-0.098769775,0.043313908,0.42313714,1.24762E-19
E2F3P1,yellow,0.256787748,9.80773E-08,0.745776233,1.44666E-75
AC005050.1,yellow,0.070377516,0.150413677,0.174652166,0.000328142
LINC01905,yellow,-0.013354427,0.785196205,0.200966328,3.41687E-05
AC015911.3,yellow,0.3917171,8.1188E-17,0.856626997,6.4712E-122
AC113137.1,yellow,0.042806078,0.382117369,0.119219231,0.014615015
AC008105.3,yellow,0.311907402,6.61664E-11,0.762398699,7.68921E-81
PHF5CP,yellow,0.041041587,0.402062308,0.268845255,2.27163E-08
AC008770.2,yellow,0.029846419,0.542357693,0.241254506,5.80443E-07
AC090386.1,yellow,0.109025017,0.025636408,0.176323143,0.000286824
AC040963.1,yellow,0.07259089,0.137963629,0.456849756,5.38007E-23
AC008649.1,yellow,0.047765541,0.329375683,0.29474242,7.63177E-10
AC005580.1,yellow,0.083051618,0.089530433,0.506800844,1.00838E-28
AC022706.1,yellow,0.134978354,0.00565125,0.475370892,5.20262E-25
KCNJ2-AS1,yellow,0.179838898,0.000215238,0.330256722,4.04675E-12
TAF5LP1,yellow,0.399448358,1.75635E-17,0.855340936,3.61E-121
AC010928.1,yellow,0.025750427,0.599158779,0.095748717,0.050162674
ARHGAP27P2,yellow,0.223862905,3.70054E-06,0.397837101,2.42448E-17
HMGN1P31,yellow,0.005300393,0.913858478,0.085946319,0.078871045
AC015911.7,yellow,0.338715039,1.04623E-12,0.828945458,2.8186E-107
STK25P1,yellow,0.245814764,3.48638E-07,0.270687102,1.80508E-08
AC007998.3,yellow,0.131614492,0.006980396,0.360203475,2.78297E-14
AC013290.1,yellow,0.038392846,0.433143836,0.184122602,0.000150594
LINC01028,yellow,-0.092919744,0.057373961,0.178019563,0.000249884
AC011511.5,yellow,0.201863435,3.14607E-05,0.186305297,0.000125148
SNX33P1,yellow,0.004766777,0.922502011,0.039516454,0.419793046
RPL7L1P5,yellow,0.012183088,0.803634756,0.298691233,4.41009E-10
NPM1P1,yellow,-0.044231884,0.366450879,0.266776881,2.93472E-08
LINC01539,yellow,0.011984005,0.806779781,0.429134782,3.34621E-20
SINHCAFP2,yellow,0.190725953,8.54702E-05,0.407964807,3.10308E-18
AC022916.3,yellow,0.124136363,0.010982311,0.300784819,3.28621E-10
AC093567.1,yellow,0.342196864,5.92281E-13,0.285532329,2.65551E-09
AC027097.2,yellow,0.008365528,0.864436453,0.496116689,2.03708E-27
AC018755.1,yellow,-0.02491876,0.611011959,0.326094176,7.75614E-12
AC063977.1,yellow,0.204121282,2.55161E-05,0.223442706,3.86306E-06
AC063977.2,yellow,0.288288054,1.83722E-09,0.31453691,4.48506E-11
CARD8-AS1,yellow,0.197257744,4.78846E-05,0.468771262,2.80669E-24
AC243960.1,yellow,0.247979623,2.72734E-07,0.871072337,7.7496E-131
AC243960.3,yellow,0.20036723,3.60984E-05,0.25355747,1.43349E-07
BNIP3P38,yellow,-0.01946623,0.691138082,0.350123408,1.57897E-13
SIGLEC18P,yellow,0.332626061,2.78199E-12,0.537546344,9.52988E-33
AC115522.1,yellow,0.372720124,2.95505E-15,0.336682114,1.45369E-12
AC092316.1,yellow,0.112340108,0.021450492,0.160997733,0.000942011
ADGRE4P,yellow,0.371456733,3.72226E-15,0.471011311,1.59048E-24
AL354861.3,yellow,0.018758553,0.701820153,0.251317507,1.8594E-07
AC008622.1,yellow,0.019934983,0.68409588,0.198115313,4.43142E-05
AC011467.4,yellow,0.020676098,0.673017761,0.192982563,7.01168E-05
LINC00528,yellow,-0.213623219,1.03031E-05,0.26020549,6.52718E-08
ITGB1P1,yellow,0.108797556,0.025947821,0.387841795,1.72284E-16
U62631.1,yellow,0.155397527,0.001418746,0.65161804,5.35778E-52
AC092723.1,yellow,0.015330484,0.754365684,0.071050194,0.146542816
SLC25A53,yellow,-0.0622329,0.203620993,0.326369008,7.4323E-12
ZIM2-AS1,yellow,-0.047888206,0.328133741,0.156882474,0.001274405
PLEKHA3P1,yellow,0.311071858,7.48082E-11,0.740914111,4.22763E-74
RNF225,yellow,0.047807222,0.328953341,0.243932162,4.30825E-07
AL022067.1,yellow,0.258184497,8.31003E-08,0.548264042,2.9949E-34
AL117336.1,yellow,0.187377619,0.000114182,0.251123614,1.90152E-07
AC022239.1,yellow,0.071108996,0.146208092,0.346195602,3.0543E-13
AL606834.2,yellow,0.104726398,0.032097978,0.449164963,3.39827E-22
AC007728.3,yellow,0.041426357,0.397660827,0.282712305,3.85548E-09
IGKV1OR2-11,yellow,0.063707867,0.193089359,0.251407306,1.8402E-07
